id,asx_code,opening_price,higest_price,lowest_price,last_price,yesterday_closeprice,cumulative_volume,cumulative_value,best_bid_price,best_ask_price,number_of_trades,time_of_trade,security_status,best_bid_quantity,best_ask_quantity,number_of_buyers,number_of_sellers
2618,RND,155,155,150,150,155,12530,18828,145,150,3,142214,8,6000,24118,1,1
2619,RNE,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2620,RNT,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2621,RNU,0,0,0,0,0,813995,191289,23.5,24,32,101105,0,135650,844240,3,11
2622,RNUOB,22.5,22.5,20.5,22.5,22.5,139356,30371,20.5,24,6,125130,8,40000,115000,1,2
2623,ROBO,0,0,0,0,0,0,0,6441,6476,0,,0,0,0,0,0
2624,ROC,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2625,ROG,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2626,RON,16.5,16.5,16.5,16.5,16.5,30000,4950,16.5,17.5,1,114433,8,3034,65216,1,1
2627,ROO,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2628,RPM,29,29,27.5,27.5,28,150218,42468,28,30.5,11,145351,8,12500,17041,2,2
2629,RR1,0,0,0,0,0,0,0,0,0,0,,0,17536470,0,28,0
2630,RRL,0,0,0,209.5,0,762251,1584541,0,0,202,101110,0,50672,350902,11,8
2631,RRL5V8,4,4,4,4,5.5,250,1000,0,0,1,112812,12,0,0,0,0
2632,RRLJOB,91,91,91,91,83.5,4500,4095,92,93,1,113951,4,1,1,1,1
2633,RRLJOC,110,110,110,110,97,1000,1100,112,113,1,101050,4,1,1,1,1
2634,RRLKOB,73.5,78.5,73,78.5,65,53158,39656,0,0,8,143253,4,0,0,0,0
2635,RRLKOP,117,119,117,119,130,54054,63824,115.5,116.5,3,120710,4,1,1,0,1
2636,RRLUP8,5,5,5,5,8,1,5,0,0,1,120530,12,0,0,0,0
2637,RRLUU8,5,5,4.5,4.5,3.5,106,529,0,6,3,153550,12,0,3,0,1
2638,RRLUW8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2639,RRLVI9,5.5,5.5,5.5,5.5,7.5,30,165,0,0,1,124608,12,0,0,0,0
2640,RRLVT9,10.5,10.5,10.5,10.5,6.5,50,525,0,0,1,142955,12,0,0,0,0
2641,RRLWH9,4.5,4.5,4.5,4.5,2,400,1800,0,0,1,125733,12,0,0,0,0
2642,RRLYT9,13,14,13,14,0,70,930,0,0,2,143051,12,0,0,0,0
2643,RRLYV9,10.5,10.5,10.5,10.5,6,100,1050,0,0,1,142110,12,0,0,0,0
2644,RRR,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2645,RSG,0,0,0,0,0,0,0,0,0,0,,0,211984,308520,12,10
2646,RSGKOC,13,13,12,12,10,111546,13426,11.5,12.5,4,143321,4,1,1,1,1
2647,RSH,3.6,3.9,3.6,3.8,3.7,804556,30836,3.7,3.9,15,154250,8,68922,350000,1,1
2648,RSM,0,0,0,0,0,0,0,1702,0,0,,0,50,0,0,0
2649,RTG,8,8,8,8,7.9,1000,80,8,8.5,1,102212,8,500,37000,1,2
2650,RTH,52.5,52.5,48,48,53,37000,18255,45,51,22,155312,8,10000,12000,1,1
2651,RTR,0,0,0,0,0,0,0,0,0,0,,0,72658,0,2,0
2652,RUL,0,0,0,0,0,0,0,0,0,0,,12,0,0,0,0
2653,RVR,0,0,0,0,0,0,0,0,0,0,,0,0,232029,0,4
2654,RVS,46.5,46.5,38.5,39,46,320329,135300,39,41,61,161049,8,1438,6682,1,1
2655,RWC,0,0,0,0,0,0,0,0,0,0,,0,7984,8503,12,5
2656,RWCJOA,126,126,126,126,145,2000,2520,0,0,1,101703,4,0,0,0,0
2657,RWL,109.5,109.5,109.5,109.5,106,1000,1095,102,110,1,111432,8,9803,6687,1,1
2658,RXL,0,33,0,33,0,34030,11075,0,0,6,100838,0,0,5917,0,0
2659,RXM,0,0,0,0,0,0,0,0,0,0,,0,40746,0,3,0
2660,RZI,0,0,86,86,0,4489,3884,0,0,9,101018,0,6119,0,0,0
2661,S2R,0,0,0,0,0,0,0,0,0,0,,0,0,67396,0,0
2662,S32,0,0,0,0,0,0,0,0,0,0,,0,44597,0,24,0
2663,S324Z7,76,76,76,76,78,900,68400,0,0,2,134057,12,0,0,0,0
2664,S325X9,15,15,15,15,20.5,64,960,0,0,1,124033,12,0,0,0,0
2665,S32CR8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2666,S32IT8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2667,S32IV8,9,9,7,7.5,6,690,5280,0,0,4,142545,12,0,0,0,0
2668,S32ML8,43.5,43.5,43.5,43.5,33,800,34800,0,0,1,114521,12,0,0,0,0
2669,S32MQ8,26,26,26,26,0,50,1300,0,0,1,144742,12,0,0,0,0
2670,S32T37,5,6.5,5,6.5,0,125,775,0,0,2,114226,12,0,0,0,0
2671,S32X78,16.5,17.5,16.5,17.5,16,1604,27710,0,0,2,114150,12,0,0,0,0
2672,S32XB7,8,8,8,8,5,50,400,0,0,1,114157,12,0,0,0,0
2673,S32XD7,3.5,3.5,3.5,3.5,0,30,105,0,0,1,112900,12,0,0,0,0
2674,S32XQ8,23.5,23.5,23.5,23.5,0,300,7050,0,0,1,113322,12,0,0,0,0
2675,S32YM7,50,50,50,50,0,50,2500,0,0,1,143210,12,0,0,0,0
2676,SAU,4.1,4.1,4.1,4.1,4.3,30800,1263,3.7,4.1,2,135557,8,67567,3495,1,1
2677,SB2,72,72,72,72,72,3083,2220,72,76,1,144822,8,12333,5462,2,1
2678,SBM,0,0,0,126,0,145565,183410,126,126.5,110,101107,0,24765,18967,10,5
2679,SBR,0.5,0.5,0.5,0.5,0.5,150000,750,0.4,0.5,1,100913,12,73208856,28448720,133,21
2680,SBROB,0.2,0.2,0.2,0.2,0.1,17053962,34108,0.2,0.3,10,161049,8,78062,35303081,1,9
2681,SCG,0,0,0,286.5,0,194650,560198,0,0,154,101102,0,134973,24135,23,13
2682,SCGE68,4.5,4.5,4.5,4.5,13,74,333,0,0,1,134750,12,0,0,0,0
2683,SCN,0,0,0,0,0,0,0,0,0,0,,0,124949,0,2,0
2684,SCP,0,0,0,0,0,0,0,0,0,0,,0,0,6795,0,6
2685,SCT,3.2,3.2,3.2,3.2,3.3,6671,213,3,3.2,2,100913,12,37633,14999,1,1
2686,SDF,0,0,0,0,0,0,0,0,508,0,,0,5140,5940,3,2
2687,SDG,270,272,270,270,270,8051,21765,270,273,12,161049,8,7999,2000,1,1
2688,SDI,84,85,84,85,84,77710,65852,79,85,8,141521,8,3797,16920,1,1
2689,SDR,0,0,0,493,0,6748,33365,0,0,96,101105,0,0,1193,0,0
2690,SDV,25,25,24.5,25,25,74942,18521,24.5,25.5,5,150611,8,7143,5555,1,1
2691,SE1,0,0,0,0,0,0,0,0,1.8,0,,0,0,90555,0,2
2692,SEC,217,220,210,210,212,87997,188596,210,215,48,161049,8,31619,222,1,1
2693,SEK,0,0,0,0,0,11655,280887,2401,0,208,101109,0,379,120,3,4
2694,SEKBY9,35,35,35,35,47,10,350,0,37,1,113038,12,0,10,0,1
2695,SEKKOB,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2696,SEKRR9,90,90,90,90,0,1,90,0,0,1,120614,12,0,0,0,0
2697,SEMI,0,0,0,0,0,0,0,0,880,0,,0,0,106,0,0
2698,SEN,3.6,3.6,3.6,3.6,3.5,194680,7008,3.5,3.6,1,101034,12,380766,5320,2,1
2699,SER,0,0,0,0,0,0,0,2.2,2.5,0,,0,323000,320753,2,1
2700,SES,16,16,15.5,15.5,17.5,430826,68188,15.5,16,23,161049,8,21343,15000,3,1
2701,SFC,1906,1906,1757,1785,1900,60194,1086344,1785,1910,46,161049,8,244,2150,1,1
2702,SFG,1.6,1.6,1.6,1.6,1.6,265362,4246,1.5,1.6,5,100913,12,2816462,5494327,15,1
2703,SFR,0,0,0,0,0,62115,338090,0,0,117,101045,0,3968,980,0,8
2704,SFRKOA,196,198,196,198,173.5,3500,6910,199,200,2,153814,4,1,1,1,1
2705,SFRKOB,172.5,175.5,172,172.5,166,10000,17350,182,183,6,101423,4,1,1,1,1
2706,SFX,54.5,54.5,54.5,54.5,54.5,329,179,52,54.5,1,100913,12,1170,44487,1,2
2707,SFY,0,0,0,0,0,0,0,6478,0,0,,0,0,0,0,0
2708,SGC,2,2.3,2,2.2,2,1878521,41901,2.2,2.3,24,150857,8,3942,206080,1,2
2709,SGF,0,0,0,0,0,0,0,0,0,0,,0,0,621,0,3
2710,SGH,60,60,60,60,60,699,419,61,62,2,142750,4,2000,72,1,1
2711,SGI,0,0,0,0,0,0,0,10.5,0,0,,0,6500,0,0,0
2712,SGLLV,0,0,0,0,0,145,1001,685,692,3,101028,0,3193,0,2,0
2713,SGM,0,0,0,0,0,21849,393207,0,0,289,101110,0,73,11,0,2
2714,SGM4V7,251,251,251,251,0,5,1255,0,0,1,115525,12,0,0,0,0
2715,SGMKOP,944,944,944,944,700,100,944,951,952,1,111410,4,1,1,1,1
2716,SGMSW9,23,23,23,23,102,10,230,0,0,1,134000,12,0,0,0,0
2717,SGP,0,0,0,0,0,0,0,0,0,0,,0,118583,18900,7,12
2718,SGPB18,4.5,4.5,4.5,4.5,0,480,2160,0,0,2,110806,12,0,0,0,0
2719,SGPC98,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2720,SGPNM8,7,7,7,7,0,34,238,0,0,1,110504,12,0,0,0,0
2721,SGPRG7,7.5,7.5,7,7,64,1035,7263,0,0,2,151233,12,0,0,0,0
2722,SGQ,0,0,0,0,0,0,0,0,0,0,,0,246368,0,3,0
2723,SGR,0,0,0,305,0,23928,72849,0,305,104,101109,0,14136,3821,13,5
2724,SGRP17,4,4,4,4,0,100,400,0,0,1,133933,12,0,0,0,0
2725,SGRPV7,11.5,11.5,11.5,11.5,0,100,1150,0,0,1,121905,12,0,0,0,0
2726,SHE,1.8,1.8,1.8,1.8,0,25000,450,1.8,1.9,4,,12,889039,190000,4,1
2727,SHG,0,0,0,0,0,0,0,14.5,0,0,,0,35760,0,3,0
2728,SHH,0,0,0.9,0.9,0,2483058,23935,0,0,6,100923,0,10425886,0,0,0
2729,SHJ,0,0,0,0,0,0,0,0,110,0,,0,0,3163,0,0
2730,SHL,0,0,0,0,0,0,0,0,0,0,,0,222,0,4,0
2731,SHLVQ8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2732,SHLVS8,0,0,0,0,0,0,0,46.5,58.5,0,,0,0,0,0,0
2733,SHLVX8,68,68,68,68,80,110,7430,0,0,2,135521,12,0,0,0,0
2734,SHLVZ8,52,52,52,52,99,100,5200,0,0,1,133304,12,0,0,0,0
2735,SHLW28,33,33,32,32,35,118,3884,0,0,3,144227,12,0,0,0,0
2736,SHLW48,20.5,20.5,20.5,20.5,615,263,5392,0,0,3,144213,12,0,0,0,0
2737,SHLW68,12,12,12,12,0,11,132,0,0,1,105141,12,0,0,0,0
2738,SHLXU9,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2739,SHM,0,0,0,0,0,0,0,0,87.5,0,,0,0,21762,0,2
2740,SHN,3.8,3.8,3.3,3.3,3.8,593768,20560,3.3,3.8,14,161049,8,166212,119567,2,2
2741,SHP,0,0,0,0,0,0,0,0,0,0,,0,235804,0,4,0
2742,SHV,0,0,0,0,0,0,0,0,0,0,,0,107,245,0,4
2743,SI6,0,0,0,0,0,0,0,0,1,0,,0,0,8029037,0,17
2744,SIG,0,0,0,0,0,0,0,0,0,0,,0,0,155213,0,3
2745,SIQ,0,847,0,847,0,8973,75825,0,0,53,101106,0,0,1693,0,6
2746,SIS,1.1,1.1,1.1,1.1,1.2,30000,330,1.1,1.2,1,100913,12,152545,751000,1,2
2747,SIT,0.4,0.4,0.4,0.4,0.4,752947,3012,0.3,0.5,3,110645,8,6350249,407299,5,2
2748,SIX,6.1,6.1,6,6,6,116699,7002,4.1,6.3,2,153005,8,6000,103334,1,1
2749,SKC,0,0,0,0,0,0,0,0,0,0,,0,9556,0,4,0
2750,SKF,6.6,6.6,6.5,6.5,6.5,11714,764,5.8,6.5,2,130223,8,200000,28286,1,1
2751,SKN,3,3,2.8,2.8,3.1,676123,19350,2.8,3,18,153152,8,129,190000,1,3
2752,SKO,374,374,358,369,378,13088,47855,357,369,24,161049,8,150,5997,1,1
2753,SKS,15,15,15,15,15,5000,750,12,15,1,100850,8,40000,83799,1,2
2754,SKT,0,0,0,0,0,0,0,0,0,0,,0,574,0,1,0
2755,SKY,8,8.3,8,8,8.3,308106,24806,8,8.3,8,151125,8,47284,100000,1,1
2756,SLA,256,262,256,261,255,62005,160475,260,265,38,161049,8,9500,4320,1,1
2757,SLB,21.5,21.5,21,21,21,147523,31193,20,22.5,11,152935,8,17404,12985,3,2
2758,SLC,0,79.5,0,79.5,0,98320,77533,0,0,45,,0,21404,1174,6,2
2759,SLF,0,0,0,0,0,0,0,1199,1203,0,,0,6001,0,3,0
2760,SLH,0,0,0,0,0,503,1167,0,0,3,101019,0,1185,0,0,0
2761,SLM,11,11,11,11,11.5,170661,18773,11,12.5,5,152536,8,53815,52442,1,1
2762,SLR,0,0,0,160.5,0,282132,451796,0,0,133,101106,0,31427,1660,13,2
2763,SLRJOA,66,66,66,66,65,1500,990,64.5,65.5,1,101216,4,1,1,1,1
2764,SLS,20.5,21,20.5,21,20,5108732,1022334,20.5,21,10,161049,8,15287,49510,1,2
2765,SLX,0,0,0,0,0,0,0,0,129.5,0,,0,0,3188,0,3
2766,SLZ,14.7,16,14.7,15.5,14.5,1004177,155046,15,15.5,13,145316,4,13300,12659,1,2
2767,SM1,0,0,0,0,0,0,0,0,0,0,,0,0,1413,0,2
2768,SMI,0,0,0,0,0,0,0,92,92.5,0,,0,13,12788,1,1
2769,SMLL,0,0,0,0,0,0,0,0,401,0,,0,0,33300,0,0
2770,SMN,55,55,51,54,55,100759,54338,53.5,55.5,21,152958,8,5000,5000,1,1
2771,SMP,62,62,61.5,61.5,62,19827,12243,60,64.5,8,144007,8,1000,10000,1,1
2772,SMR,0,0,0,0,0,0,0,0,0,0,,0,18249,833,0,0
2773,SNAS,0,0,0,0,0,0,0,0,555,0,,0,300000,0,2,0
2774,SNC,0,0,0,0,0,63078,52492,0,0,9,101108,0,252,0,1,0
2775,SND,109.5,109.5,109.5,109.5,109.5,3,3,109.5,110,2,100913,12,320,54727,1,3
2776,SNG,39,40.5,39,40,36,171743,68349,40,41.5,31,155722,8,383,20000,1,1
2777,SNL,904,927,902,902,900,3413,31342,902,960,7,155243,8,900,1000,1,1
2778,SNZ,0,0,0,0,0,0,0,975,0,0,,0,0,0,0,0
2779,SOL,0,0,0,2575,0,8581,221330,0,2575,166,101059,0,163,71,3,4
2780,SOM,151,154,146.5,147,151,8368,12603,147,151.5,27,161049,8,1490,2322,1,1
2781,SOR,0,0,0,0,0,0,0,0,0,0,,0,0,97527,0,5
2782,SOV,34,34,34,34,34,2500,850,32,34,2,100913,12,1860,8283,1,1
2783,SPA,0,0,0,0,0,0,0,0,7.5,0,,0,0,65708,0,0
2784,SPFKOA,901,901,901,901,380,1500,13515,896,897,1,143723,4,25000,25000,1,1
2785,SPFKOP,723,723,723,723,714,600,4338,698,699,1,100346,4,25000,25000,1,1
2786,SPFKOQ,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2787,SPFKOR,229,229,229,229,279,37758,86466,0,0,2,154208,3,0,0,0,0
2788,SPFMOH,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2789,SPK,0,0,0,0,0,0,0,0,0,0,,0,0,51451,0,6
2790,SPL,0,0,0,0,0,0,0,0,0,0,,0,4900,0,2,0
2791,SPN,83,83,83,83,83,1812,1504,80.5,83,2,100913,12,5000,680,1,1
2792,SPQ,0,3.6,0,3.6,0,541978,19191,0,0,5,101107,0,654625,29723,3,0
2793,SPT,0,0,0,0,0,0,0,27.5,28.5,0,,0,178519,35100,2,0
2794,SPX,0,0,0,0,0,0,0,0,0,0,,0,320000,0,2,0
2795,SPXO,0.6,0.6,0.6,0.6,0.6,50000,300,0.5,0.6,1,123457,4,1331974,103167,3,1
2796,SPY,0,0,0,0,0,0,0,55593,55638,0,,0,0,0,0,0
2797,SPZ,16,16,16,16,16,1282,205,16,16.5,1,100850,8,67718,64999,3,1
2798,SQ2,0,0,0,10871,0,12439,1351105,10866,10876,157,,0,15,80,0,0
2799,SRG,0,0,0,0,0,0,0,0,62.5,0,,0,0,3500,0,0
2800,SRI,3.9,3.9,3.9,3.9,3.9,200000,7800,3.9,4,1,101337,8,20852,4250,1,1
2801,SRK,18.5,18.5,18,18,18.2,372833,67305,18,18.5,17,155308,8,2617,295496,1,4
2802,SRL,308,308,308,308,307,2872,8846,307,308,8,100913,12,4330,128,1,1
2803,SRN,0,0,0,0,0,0,0,0,0,0,,0,556250,0,3,0
2804,SRNOC,2.7,2.7,2.4,2.5,2.5,1373544,34728,2.5,2.7,6,145113,8,20000,23915,1,1
2805,SRR,17,18.5,17,18,17,103505,18371,17.5,19,8,150012,8,22327,25000,1,1
2806,SRV,0,0,0,0,0,0,0,0,0,0,,0,4344,849,0,0
2807,SRZ,2.3,2.3,2.3,2.3,2.3,42000,966,2.3,2.4,3,150524,8,56811,417897,1,4
2808,SSG,0,0,0,0,0,0,0,0,0,0,,0,0,8067,0,3
2809,SSM,0,0,0,0,0,0,0,0,0,0,,0,0,9310,0,6
2810,SSO,0,0,0,0,0,0,0,1539,0,0,,0,1715,0,2,0
2811,SSR,0,0,0,0,0,0,0,0,3020,0,,0,0,1000,0,0
2812,SST,1160,1200,1160,1200,1110,2183,25847,1160,0,4,152106,4,1877,0,1,0
2813,ST1,5.3,5.3,5.3,5.3,5.2,3602,191,5.3,5.6,2,100913,12,166398,118727,2,3
2814,STA,0,0,0,0,0,0,0,0,0,0,,0,0,92750,0,3
2815,STG,0,0,0,0,0,0,0,0,112,0,,0,0,4400,0,0
2816,STK,0,0,0,0,0,0,0,0,0,0,,0,0,251194,0,2
2817,STKOA,4.1,4.2,4.1,4.2,3.2,384933,16067,4.2,5,3,145516,4,15067,111164,1,2
2818,STM,0,0,0,0,0,0,0,0,0,0,,0,223876,187998,0,3
2819,STN,41,41,40,40,40,26921,10768,36,40,3,105329,8,49310,20087,3,1
2820,STO,0,0,0,0,0,543684,4506815,0,824,601,101108,0,10486,18,12,1
2821,STO1H7,0,0,0,0,0,429,41546,0,0,21,152319,12,0,0,0,0
2822,STO5Q9,26,26,26,26,35,15,390,0,0,1,105455,12,0,0,0,0
2823,STO5V9,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2824,STO7K7,13,13,13,13,17,600,7800,0,0,2,115421,12,0,0,0,0
2825,STO7N7,14,14,14,14,23,685,9590,0,0,1,111839,12,0,0,0,0
2826,STO7N9,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2827,STO7Q9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2828,STO7U9,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2829,STO7V9,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2830,STO8Z8,6,6,6,6,21,200,1200,0,0,1,121435,12,0,0,0,0
2831,STO9F8,17,17,15.5,15.5,0,170,2665,0,0,2,123037,12,0,0,0,0
2832,STO9G8,10.5,13,10.5,13,10,673,8567,0,0,5,150521,12,0,0,0,0
2833,STO9H8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2834,STOBL8,47,47,47,47,58,20,940,0,0,1,125755,12,0,0,0,0
2835,STOGL7,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2836,STOJOB,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2837,STOKOG,497,497,497,497,514,97,482,503,504,1,132027,4,1,1,1,1
2838,STOLQ8,23,23,23,23,0,685,15755,0,0,1,111731,12,0,0,0,0
2839,STOML7,41.5,41.5,41.5,41.5,35.5,300,12450,0,0,2,154806,12,0,0,0,0
2840,STOMM7,38,38,38,38,41,15,570,0,0,1,105257,12,0,0,0,0
2841,STOMO7,31,31,31,31,43,64,1984,0,0,1,101939,12,0,0,0,0
2842,STOMQ7,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2843,STOSV8,18.5,18.5,18.5,18.5,31.5,20,370,0,0,1,132455,12,0,0,0,0
2844,STOTJ8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2845,STOTL8,10,11.5,10,11.5,10,150,1560,0,0,2,114909,12,0,0,0,0
2846,STOTN8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2847,STOTO8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2848,STOTP8,55,55,55,55,0,20,1100,0,0,1,102811,12,0,0,0,0
2849,STOTQ8,4.5,4.5,4.5,4.5,10,650,2925,0,0,3,155825,12,0,0,0,0
2850,STP,30,30,30,30,30,4500,1350,29.5,31,2,100913,12,100000,100000,1,1
2851,STW,0,0,0,0,0,0,0,6663,6668,0,,0,0,0,0,0
2852,STWTT8,110,110,110,110,125,10,1100,0,0,1,144159,12,0,0,0,0
2853,STWTV8,67,67,67,67,70,8,536,0,0,1,130309,12,0,0,0,0
2854,STWV58,200,200,200,200,300,15,3000,0,0,1,110252,12,0,0,0,0
2855,STX,0,0,0,0,0,0,0,0,0,0,,0,241577,0,7,0
2856,SUBD,2467,2468,2460,2467,2466,13922,342865,0,0,20,154802,8,0,0,0,0
2857,SUH,2.4,2.4,2.4,2.4,2.4,850000,20400,2.3,2.4,4,150007,8,200000,150000,1,1
2858,SUHO,0.5,0.5,0.5,0.5,0.5,400000,2000,0.5,0.8,1,113745,4,1019082,458334,2,2
2859,SUL,0,0,0,0,0,0,0,0,0,0,,0,7273,2487,5,13
2860,SUN,0,0,0,0,0,97655,1192658,0,0,244,101103,0,817,3023,6,16
2861,SUNJE9,50.5,50.5,50.5,50.5,32,450,22725,0,0,2,115117,12,0,0,0,0
2862,SUNKG9,48,48,48,48,0,10,480,0,0,1,104247,12,0,0,0,0
2863,SUNKN9,15,15,15,15,12,40,600,0,0,1,140335,12,0,0,0,0
2864,SUNKP9,10,10,10,10,0,1968,19680,0,0,2,150440,12,0,0,0,0
2865,SUNNT9,67,67,67,67,0,25,1675,0,0,1,114954,12,0,0,0,0
2866,SUNPF,10025,10030,10025,10030,10030,6260,627814,10030,10049,23,155348,8,1217,425,2,2
2867,SUNPG,10249,10249,10249,10249,10276,73,7482,10249,10250,1,101053,12,27,500,1,1
2868,SUNPH,10089,10090,10059,10089,10098,2363,238203,10059,10090,21,153559,8,240,33,1,1
2869,SUNPI,0,0,0,0,0,0,0,0,10084,0,,0,0,417,0,0
2870,SUNVB8,116.5,116.5,116.5,116.5,0,10,1165,0,0,1,115122,12,0,0,0,0
2871,SUNVT7,0.8,0.8,0.8,0.8,10,48,38,0,0,1,121400,12,0,0,0,0
2872,SUNWG7,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2873,SUV,0,0,0,0,0,0,0,6.4,0,0,,0,75254,0,2,0
2874,SVL,0,0,0,0,0,0,0,0,0,0,,0,0,1747309,0,0
2875,SVM,0,0,0,0,0,0,0,0,0,0,,0,0,236478,0,3
2876,SVW,0,0,0,0,0,8936,164190,0,0,279,101105,0,40,107,3,4
2877,SVY,36,36,34.5,35,36,64288,22700,35,36,15,134813,8,11597,21000,2,1
2878,SW1,2,2,1.7,1.8,1.7,314889,5786,1.8,2.1,7,141645,4,350000,446099,2,3
2879,SWF,18.5,18.5,18.5,18.5,18.5,3000,555,18.5,19,1,101005,12,9769,16297,2,3
2880,SWM,0,0,0,0,0,0,0,0,0,0,,0,150021,0,0,0
2881,SWP,0,0,0,0,0,0,0,58,60,0,,0,50000,5000,0,0
2882,SWTZ,0,0,0,0,0,0,0,264,0,0,,0,0,0,0,0
2883,SXE,60.5,60.5,59.5,59.5,60,250321,150464,59.5,61,33,161049,8,21042,24900,2,1
2884,SXG,0,0,19,19,0,9238,1785,0,0,3,101105,0,27225,0,0,0
2885,SXL,0,0,0,0,0,0,0,0,0,0,,0,6213,0,8,0
2886,SYA,0,0,0,0,0,0,0,0,0,0,,0,9930078,1529484,269,6
2887,SYAOC,22,22,19,19,21,734158,148078,17.5,19,31,161049,8,30000,99800,1,1
2888,SYI,0,0,0,0,0,0,0,3081,0,0,,0,0,0,0,0
2889,SYM,0,0,0,0,0,0,0,0,0,0,,0,0,857,0,4
2890,SYR,0,0,0,182.2,0,100735,184022,181.5,0,122,101101,0,10169,0,4,0
2891,SZL,0,0,0,0,0,0,0,0,0,0,,0,2212,0,2,0
2892,T3K,18.5,19,17.5,19,19.5,119956,22327,19,19.5,10,143026,4,19363,47999,1,1
2893,TAH,0,0,0,0,0,0,0,0,0,0,,0,441402,202507,36,0
2894,TAHKOB,202,202,202,202,166.5,30000,60600,206,207,1,142240,4,1,1,1,1
2895,TAHXQ8,16,16,16,16,15,30,480,0,0,1,140521,12,0,0,0,0
2896,TAM,5.7,5.7,5.2,5.4,5.7,50718,2752,5.2,5.4,8,161005,4,61489,36777,2,1
2897,TAR,2.2,2.2,2.2,2.2,2.1,158849,3495,2,2.4,5,120417,8,1449750,76422,3,1
2898,TAS,1.6,1.6,1.5,1.5,1.6,1221212,18348,1.5,1.7,11,161049,8,2167481,300000,5,1
2899,TASOE,0.3,0.3,0.3,0.3,0.1,1000000,3000,0.2,0.5,3,153646,8,2200000,1136615,2,1
2900,TBA,0,0,0,0,0,0,0,0,6,0,,0,196934,70000,4,1
2901,TBN,0,0,0,0,0,0,0,0,26,0,,0,0,10000,0,0
2902,TCF,572,572,572,572,570,1475,8437,570,572,3,133314,4,1182,1436,1,1
2903,TCG,9,9,9,9,9,3,0,8.8,9,1,100850,8,10000,149997,1,1
2904,TCL,0,0,0,1442,0,127671,1845398,0,0,235,101057,0,1249,0,7,0
2905,TCLCR9,25.5,25.5,25.5,25.5,21.5,10,255,0,0,1,141548,12,0,0,0,0
2906,TCLKOA,309,309,309,309,0,480,1483,304,305,1,142936,4,1,1,1,1
2907,TCLLG8,19.5,19.5,19.5,19.5,31.5,30,585,0,0,1,103019,12,0,0,0,0
2908,TCLLJ8,23,26,21,26,22,267,6201,0,0,9,124414,12,0,0,0,0
2909,TCLMO9,22,22,22,22,0,27,594,0,0,1,132252,12,0,0,0,0
2910,TCLPT9,30,30,30,30,0,106,3180,0,0,1,102459,12,0,0,0,0
2911,TCLRH8,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2912,TCLRJ8,22,25,22,25,0,898,20695,0,0,8,124416,12,0,0,0,0
2913,TCLTK9,28,28,28,28,34,3500,98000,0,0,2,112442,12,0,0,0,0
2914,TCLVR7,34,34,34,34,32,4,136,0,41,1,120849,12,0,51,0,1
2915,TCLVT7,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0
2916,TD1,0.6,0.6,0.6,0.6,0.6,1150000,6900,0.6,0.7,11,144713,8,7608134,1761142,15,1
2917,TECH,0,0,0,0,0,0,0,7915,0,0,,0,0,0,0,0
2918,TEE,26.5,26.5,26.5,26.5,25.5,18860,4998,25.5,26.5,3,100913,12,11500,31166,1,2
2919,TEG,0,0,0,0,0,0,0,0,0,0,,0,0,5774262,0,11
2920,TEGO,0.2,0.2,0.2,0.2,0.2,325000,650,0.2,0.3,2,141111,8,10493182,12351887,3,5
2921,TEK,0,0,0,0,0,0,0,0,0,0,,0,1696,71254,0,5
2922,TEM,0,0,0,0,0,0,0,0,0,0,,0,200000,0,2,0
2923,TEMO,3.1,3.1,2.7,2.7,3,832177,23749,2.7,2.9,17,154703,8,66234,250000,1,1
2924,TER,0,0,0,0,0,0,0,0,0,0,,0,25009,0,5,0
